"Data Source","World Development Indicators",

"Last Updated Date","2020-04-09",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Antigua and Barbuda","ATG","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","2.83882858940304","-7.85167467538888","7.79244741939149","14.9127648905226","15.1513373975042","13.9928824628766","2.74507941414092","2.11159950934461","6.47507299741646","7.78129357132275","11.4469673344909","8.26611470909774","9.82404726203537","13.1907483724739","11.3746880206943","3.93528740690967","2.8478168871043","4.20557250609959","5.45405085657021","3.05363997684027","3.37112365673374","3.1289060440756","6.75967187904156","5.19369632413469","12.2951507787678","8.08541923036249","19.438144425393","8.73951525948944","21.6166362279439","31.0128327767721","25.7895675974098","11.603345009497","6.58741719175633","8.41640182621901","5.7277140401482","10.7810607557117","11.3664742578945","3.70183780934229","8.530357746702","6.78219276366958","10.6905293321088","8.39004557103942","",
"Australia","AUS","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","2.16407532611203","2.55851721708524","2.02822714213887","0.211868975839027","1.4946654251441","0.462103649623417","0.998190542150052","1.0353903101106","1.41699805422988","1.10605053833142","1.24601891690549","1.32841722704337","1.17991355140938","1.68951986047399","0.22161337750027","1.16438438400775","2.94981902202127","2.74543140314585","3.5968794608991","2.68093183340657","2.72149187926003","0.802945864760822","1.52115359464546","1.70519355274344","1.38371274596033","3.61336705833932","1.14012523229681","1.86117450955296","1.90464460648602","0.568932376888847","3.58674526948965","2.83240234431957","3.71376212294673","1.92614705261838","7.00544417278242","-3.61881463501012","4.0950242402329","5.20924970813456","4.28465048042784","3.09151820481379","3.07211866626719","4.69372391405916","3.72217187360839","3.42582358029025","4.3063839544263","3.46918822638302","3.55551275674696","3.57415596320477","4.20792249215615","",
"Austria","AUT","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.732777972601813","0.799227887217538","0.659123094498589","0.544663564426079","0.503135896633573","0.197482692225843","0.212360453495954","0.187813704684159","0.229467875942582","0.253498583908792","0.291619755624722","0.461073497625171","0.291714011680381","0.299662997166219","0.169507119108498","0.24380429369597","0.185185792933759","0.318512005910562","0.334055120497301","0.437230957260324","0.392278454192605","0.207141576726935","0.761499204305668","0.590980048987765","1.01988382817464","0.757178434060479","1.82233844744446","1.25427421892546","2.09468407932145","1.3695647510546","4.31962550948828","2.88309298228325","0.0648363837437951","2.36726090513175","1.0580275788808","25.6653971470983","3.12514947791801","17.7173406826104","1.46438004562603","3.57347684121608","-5.61565003443295","5.33121321219852","1.27462102416561","0.104891997865552","0.387373361663698","-2.08889644070062","-7.32219460589675","3.24001826996471","0.926966322811721","",
"Azerbaijan","AZE","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.000251828692104355","0.663862440595434","10.812563854724","19.7461639244675","28.1330426495266","23.0067878878783","11.1392603789745","2.46437386157034","14.3591301584017","32.4667011859794","55.0759046526272","54.3652721964315","33.7950471423438","21.3790636203604","13.9007147102484","8.16090965787349","6.54760084266112","6.33804472365477","6.80062068276948","7.59608356760687","3.53193139888625","5.88810891600482","7.62632230907998","11.8826533237788","7.01687943666137","2.98894773250189","",
"Burundi","BDI","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.0411976025349473","","0.166123341081897","0.144575222438011","0.0637194505231799","0.0760119085323367","0.0178407057679777","-0.0456591352768567","0.145847710227366","-0.0383388214646282","0.50014859487239","1.14339178711724","0.0888255291150346","0.280720856762503","0.12054979648137","0.046832716873145","0.126820029714969","0.120879772464207","0.110552499276144","0.0509215013186548","0.110894210226116","0.0764520532874519","0.0554078910909431","0.0504648856980534","0.000427861408178981","0.198107378489511","0","0","0","-0.0588051848971754","1.34215199240978","-0.0013048564735641","0","0","0.00488285714415742","0.0523404229187196","0.00248110554125564","0.0368858079439631","0.237816290297378","0.0195573010018888","0.0384119120504574","0.150056707532759","0.0259254082933086","4.761214324173","3.0212026986125","1.59847145864393","0.00187253646284496","0.00997617531815465","0.0323927958838147","",
"Belgium","BEL","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.17575711082647","1.43519836884906","1.03737177966466","1.50595465286725","2.02915855550564","1.45345055869736","1.22590689898782","1.53902879858879","1.41812273768778","0.971564769739136","1.21799917535807","1.3238324819648","1.59852889686492","1.47928114053693","0.467153204776259","1.21886073197326","0.608121459378197","1.57631071987386","3.21164435630707","4.27489027999382","3.91889227549215","4.44753957347797","4.80693440074375","4.78369264167891","3.47657481965947","3.71102444734668","5.03718760952012","4.74788988025515","8.77679407696031","46.3641124511984","37.5685906251901","37.2887334759807","7.04585014771891","10.8888652980622","12.0742736119187","8.73043233437076","14.4199426286844","20.528738142323","36.9532514977259","16.0704608746845","26.092414949357","31.306951916507","2.38023345027808","-5.682227348616","-2.84393021622138","-4.22249472994031","12.086445884096","-7.1854459037029","-11.5753189069799","",
"Benin","BEN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","2.00822618509277","0.835638862906499","1.16978474958463","0.69392670391818","-0.422446607142272","0.279190960980148","0.351140016699244","0.416775236199048","0.0811072823578715","0.300788153885413","0.30717317865054","0.161898128530019","-0.000960153766245716","0.000958313286141234","0.00108861316369405","-0.00860657040308325","0.0823290412321545","0.0064003603439806","-1.33695978247465","-0.0744505331251627","-0.15076002499864","0.0198255549527429","0.056291442095627","-0.951216946168722","-0.444751626782498","-0.356668621485476","-0.620945778428142","0.537109689127007","0.460029229908051","0.346174729924533","-0.496774564090365","0.624013838334347","-0.631986845010739","0.27178605396257","-0.900192565572815","-0.182887348000433","-0.240209746784269","2.32859148620914","0.673178739983472","-0.263935311923474","0.766154804202955","2.05885370597286","3.45389614808337","3.93277930811716","4.16854465258164","1.80475674609955","1.53516300335693","2.16197669775938","2.00410808400184","",
"Burkina Faso","BFA","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.08725921063853","0.207292002398726","-0.120982603287441","0.652070347437599","0.355462709750194","0.0319158204163534","0.209923208896876","0.439346617622444","0.0786129404149049","0.0852168262155114","0.00103695694309564","0.136836445449173","0.11114591914994","0.123728443687512","0.114392936172512","-0.0921098915534149","0.154200991315322","0.0561220403038736","0.141817368390408","0.216777214801279","0.0148324810834434","0.0181815532351174","0.138959120998192","0.136293173634012","0.969328341453805","0.412551083649696","0.627288465571423","0.398983989846782","0.157122675614113","0.264749641488859","0.87897387463624","0.222801458333316","0.468745938484526","0.692454667346258","0.296541577857066","0.953909560358131","1.44034224922425","0.320222004889771","0.394960739071067","0.674222738978133","0.432438271638231","1.33957874569296","2.94912179392076","4.10359750699146","2.8828508289934","2.22479799180476","3.59212586080543","0.0208131811626283","3.39829653590321","",
"Bangladesh","BGD","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","0.00143124174703601","0.0289363096798236","0.0175824730598327","0.00793554973137473","0.0535725934999904","0.072322992647562","0.0579742131990397","-0.0514600245821338","0.0469179455582188","0.0264695357833656","0.0375700405927019","0.0022941532029319","-0.00292412703814179","-0.0298943959229265","0.0111899311751012","0.0131907256034205","0.00691614470349613","0.000861339485757247","0.0102498456011247","0.00449146424413688","0.0117375764038405","0.0423616549795559","0.033012230974896","0.00499837818821928","0.0291349551912921","0.288896567530215","0.380236166897956","0.350304290993085","0.525362089236089","0.145443904569924","0.0955793676464671","0.445960783298092","0.689472335587341","1.17120896046669","0.635657187878018","0.817754424203324","1.4497483960094","0.879494542360121","1.06893486111064","0.983166533919391","1.1881028498084","1.73541854006515","1.46871287737332","1.45128764663678","1.0535522887012","0.724959075009937","1.07297613722048","",
"Bulgaria","BGR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0.0193872740170872","0.510803242446573","0.400946215139442","0.369354299096688","1.08688736681887","0.479129268869785","0.894547215943166","4.50250107388886","3.59597820016559","6.05076863639275","7.61425213485459","5.7755351977185","5.55808812019452","9.99294705126427","11.8366376593582","13.827903593363","23.0719249763639","31.2425335354324","18.9246161911489","7.51026984032086","3.64137103407323","3.66399876793918","3.31727224635667","3.58029678218457","1.92485925784421","4.34151974819137","2.77324126208435","3.47012402701833","1.87705298016313","",
"Bahrain","BHR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","-13.6048785247406","0.119671753968863","0.780566094868503","1.71603532213727","3.60231529170047","2.77474328162553","-1.0455693996689","-1.0584915366545","5.99813231808059","4.68093894128175","2.16926559356137","13.4182174338883","18.282579489476","-5.28819122278764","3.74032691068299","7.36112680738262","33.5660175347339","5.1862288175725","2.90201967187026","6.85299995707791","4.01154558234919","0.895243944446186","2.26180894388217","4.66554367760964","6.58021002500264","6.5665944584023","15.7508650085887","8.08243218951671","6.97758504512351","1.12105291032726","0.605800045797767","2.71349102265155","5.02346098125284","11.4559451796382","4.54843445435118","0.208487669748695","0.754573830719813","1.46441897244475","0.294520301819895","",
"Bahamas, The","BHS","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","14.9176348470806","9.53261248692013","15.3037739042139","15.2407214189894","22.6818469323213","2.94867494129487","2.27378912941909","4.4039270687237","-0.132148005766458","0.842252952952013","0.307047105519359","2.41149667017175","0.17740606982196","-0.346260387811634","-0.240066630738327","-1.30133155088256","-0.533872598584429","0.397936639570252","1.30238830334646","0.829523187459177","-0.536955148452306","-0.0417850576633796","0.00964940495336121","0.882923673997413","0.72414851181344","3.11752697579469","2.43280687170962","3.31629913649887","2.1497917526437","1.94303131104509","3.09850714482936","1.23072964943982","1.72038337334312","2.14428489451629","3.02143829739302","5.72797116772737","6.94760136713467","6.71809341196458","8.17172902365571","6.65159948547179","8.63699216304667","6.61957509346653","4.908082645399","3.61888532288146","2.30248805420908","0.647327967716957","3.27012025405415","2.50681107714423","3.95512647776303","",
"Bosnia and Herzegovina","BIH","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.62111588118546","3.77274143456709","2.65308000591253","2.06114725366767","4.02593997751113","4.56141176559329","8.39543246455893","5.55836616875831","6.57589162070725","11.6737394758001","5.25750194631408","0.786376221947351","2.58395445800346","2.52946085840409","2.27538384771182","1.72343670946443","2.93596432899551","2.36306729351746","1.85178282755735","2.56714436779639","2.42488983962165","",
"Belarus","BLR","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.0410869565217391","0.10810152284264","0.0703186646433991","0.105205324415377","0.708145893170836","2.48860300411635","1.33490888841733","3.65778714528179","0.932726194574","0.775405864952368","1.69313268269168","0.963663960967926","0.707732068059162","1.01497746172797","0.96632835858554","3.99161614279995","3.60068232879372","3.68851893113794","2.37517751152559","6.48080196585787","2.22820691918271","2.97386461822441","2.36252922122526","2.92676959277302","2.6128050216432","2.33213850448518","2.39094928529888","",
"Belize","BLZ","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","13.3186726659168","5.64119464469619","","","","","","","1.46735143066765","-0.0329380764163373","","-1.01994057953944","","","-1.72589157665766","1.73999947218486","1.98585449478499","2.43700642062663","4.37372396231018","5.05236730347184","4.17388152125633","3.05809881819097","3.01019355737535","1.64327309635966","2.64597357349065","3.3943926246379","2.58503566819118","1.8271034404182","2.56171167042542","8.00722119065713","3.55313433543757","7.01659059566149","2.7302693011911","-1.10309390208129","10.5399291631361","11.3900698609026","8.93911423802412","10.877110349332","12.3969992433343","8.15148741114268","7.00343727771448","6.52714343883166","12.7520806079133","5.84063198464562","8.48549493608661","3.42961631927663","1.84403175582894","1.39590584271695","6.38849106549613","",
"Bermuda","BMU","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18315877479306","3.28036622557932","1.81985920606612","1.92229282122763","1.13572050190152","0.137152331538839","0.308131445530601","18.543033953419","0.897674181658031","-1.62846566102094","10.4690172462426","2.80739219238734","-1.21845007621661","3.876992080537","-4.64558866792301","0.85984247282462","0.985053865914077","","","","","","",
"Bolivia","BOL","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","1.94335639794736","0.173417332513829","1.28854949162679","0.364221272554606","2.10608273449769","2.56152784820649","-0.296487826293742","-0.0371812142890324","0.305995851174171","0.791614566012637","1.03823423423423","1.28900277777778","0.556600522346369","0.129093152866242","0.113461363518892","0.18596771644159","0.252631224738816","0.881205288191727","-0.219679089352644","-0.5173899349814","0.55879893824674","0.973186046005964","1.64957050525016","2.15879655434373","2.17680436868237","5.84790923228249","6.40938403475409","9.21814410794617","11.1714610888831","12.1966294042249","8.76825043369255","8.66858332428431","8.55789343094918","2.44235447439327","0.745772609767832","-2.49888003083514","2.45168236697263","2.79183786661419","3.07260183830872","2.43967814961289","3.16544354080881","3.58444212518589","3.91355013777649","5.70662213788455","1.98982484931523","1.68072787887629","0.988080149462259","1.89949327646139","0.633154081181345","",
"Brazil","BRA","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.925400918291788","0.912518966998123","0.785629974840118","1.48929620733984","1.1488927803061","1.05246670553341","1.01848320759466","1.0404646859225","0.998999546922861","1.07525692151625","0.813106376212178","0.956135069019492","1.03307874048642","0.791423641583036","0.762592173992974","0.646354159821192","0.12866546237575","0.397505322708203","0.848675005546146","0.265745409647489","0.214091608374833","0.182961218193279","0.514479245779916","0.295112882039361","0.55042715687456","0.6316087326659","1.47596541135756","2.22486507427768","3.69481706414172","4.7354922912743","5.0341286817021","4.15212683312315","3.26531989954919","1.813120630893","2.71638106510044","1.73390066852418","1.74949333731882","3.19089484217804","2.99066328727668","1.8884558245792","3.72995568872158","3.91511319474609","3.75502209852013","3.04152506161037","3.57142509329929","3.59214478752915","4.13603706828513","3.35436507577994","4.18288994565178","",
"Barbados","BRB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","0.765366007348417","5.7023570242273","1.5828909452889","0.989703712501082","1.62782876130268","0.798075724987021","0.32543426755273","0.887058699989499","0.469977135678392","0.347448767097354","0.00436707486538127","0.404730105385445","0.589077321340841","0.490089573752488","0.749564887712958","0.490031366713352","0.55354613588893","0.368689340830835","0.740683786970116","0.459390596525331","0.601962952691303","0.519458731728761","0.551438672438672","0.580552326715294","0.547929134811637","0.576013584893203","0.621496075604677","0.59519034861149","0.548965169106512","1.77870742171397","-0.344302644870317","6.11349898299592","8.11495838232422","9.66418179243595","9.65611528119845","10.259533442255","14.7646404311742","8.32246142170036","9.48295389753179","-0.172828755445087","11.9101332595511","1.47051456506613","4.74418039554385","5.73519115630023","3.79195335276968","",
"Brunei Darussalam","BRN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","47.7607508208683","-8.88503317299718","-1.39576846516501","0.0669603681442525","0.19374482073236","0.0727550173260179","-2.17067239270783","-0.189874751585123","0.23537280304403","0.0124831477259681","-0.397052039114615","-0.254453867418288","0.145629280587365","0.0941550240647965","0.02114990394745","0.104154470286238","-0.256508879196199","-0.00254132979365271","0.0170958114796484","0.334955861840934","0.198832471399467","0.135074276778733","0.167322083639032","0.194850768766958","0.144103572000641","12.3100569677383","12.7765978095106","13.5019249967604","14.1503126843658","16.2580145367891","9.15836044684235","1.08362189010565","3.93049837597171","1.88828155515105","1.43802178934314","1.83675498095092","0.765769354306188","2.1035446532851","1.54368804404399","3.03369097831975","3.50703687947836","3.73094918378405","4.54054508745063","4.28679105997458","3.32131448333115","1.32470174845995","-1.32052233784439","3.85820831655778","3.77005895369491","",
"Bhutan","BTN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.53371177796127","0.239956001735056","","","","0.0164987390445676","0.44244870462353","-0.191275383196077","","0.250640813026066","","","0.465664584406725","0.557959009198612","1.29810957390175","0.779343364369777","0.699745469121558","6.32159816206664","0.256066013227189","1.48294127119396","4.86268935571687","1.75238263409202","1.36871553290446","1.16350351872495","1.23407504208354","0.321968436974402","0.550454644217151","-0.675563046072178","0.108298553557054","",
"Botswana","BWA","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","0.0228732868478","-10.7746831568611","3.02948824153603","2.7088740104211","6.91313120402027","15.594005953769","10.5144880654679","8.23557150145562","2.07653465874176","2.02973794357501","5.00925840194046","4.80924996218625","5.05548131317513","5.77952301883631","1.50958474335273","1.36798766623242","2.52969969216508","-0.208265920163062","-0.0377228922984643","-6.89767991877082","-0.332319066404683","1.48845930806704","1.468356845369","1.99413279657563","1.98974958685387","0.668733485559009","0.987699682503563","0.558882744968608","7.50153608792891","5.56528441298635","4.36383783971726","4.23771954003915","4.80808632655582","4.52173963471803","4.759384717173","2.03269415577487","1.70787743190625","1.90990517385007","1.01588251768326","0.450528732399924","3.17021840415117","2.62508959773089","0.780776307678818","1.01757400382743","1.22861011271201","",
"Central African Republic","CAF","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","0.634562880719707","0.347479439106844","0.651273716739528","-0.0737509190276327","2.06113271179007","1.47889921286727","0.820121890090112","-0.56084735096686","0.996511686384756","3.2475142481659","0.670427739908375","0.832097611742346","1.22326101381015","0.678485120417088","0.807319780349708","0.345905908337697","0.727137986654692","0.990741018605273","-0.302589510221612","0.104157669474223","0.0484378805639259","-0.353864316080746","-0.756175025884516","-0.780440980768602","0.423212354340756","0.555910242614715","1.08411103938949","0.159684103215175","0.754709451633529","0.598007105061713","0.0972197508822973","0.556311820471058","0.56933181540646","0.991441317755182","1.18890125188863","0.755217887034034","2.37374508054727","3.34302181573698","5.8990319470002","2.05333020294649","2.87409055013385","1.515876905973","2.78994490072397","0.109563753075646","0.183640068051009","0.176976127876544","0.397590069639164","0.332412579122586","0.810612495605444","",
"Canada","CAN","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","2.07872451630712","2.28999044093779","1.86666192314308","2.4250124995188","2.32128213075296","1.94794046178195","1.1863558126329","1.59339929847705","1.71071794982887","2.1836060096594","2.12276337770976","0.216750029836099","0.0287270716576366","1.35621526796074","1.59698922143472","0.344547723093347","0.717913443405804","1.99326972844197","1.4184169355333","1.26919317716978","1.41459671918718","0.575791876768097","1.184737662546","0.72395564573183","1.65029940725316","2.26107261333528","1.40286823948542","2.32565014093071","3.95357443604496","4.06104044087683","9.20163920854819","3.8554968079909","3.23060933471387","0.785738557873306","0.141948898332128","2.18515008927253","4.88836553059232","8.22207237541267","4.52638317046757","1.52799070082776","1.84158387949981","2.14283489124548","2.70668239003274","3.6388271702096","3.56232660931291","3.86285086774318","2.24024027606551","1.76758653982559","2.71649159426255","",
"Central Europe and the Baltics","CEB","Foreign direct investment, net inflows (% of GDP)","BX.KLT.DINV.WD.GD.ZS","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","1.15423149732772","1.31394730913248","2.152369699343","1.76353682123431","3.20041020722696","2.71404997785547","3.49524486606517","4.39209244833088","5.09333605138152","5.52212801911945","4.61044767131812","5.01836664609567","3.22281975331656","5.64757545406388","8.44938984633376","8.19318952583903","12.1512353426842","9.04272216072367","2.38836238147317","1.58960048843562","3.46543319702911","2.90260884450366","1.07233946343516","3.6629032935459","1.74825978253573","8.87288046314959","2.0885010541914","-1.46013191902692","",
